x,y,z,gt
-10.415237,-0.8246765,2.94133,bike
-8.656143,-3.54068,8.0186615,bike
-7.4897614,-4.2952576,7.7949066,bike
-7.4397736,-0.12722778,-0.33406067,bike
-6.6304474,-2.0101013,5.9524994,bike
-7.7873077,-8.134796,4.443344,bike
-6.204361,-3.1979065,8.606613,bike
-3.1408234,-9.117889,2.7270966,bike
-4.8213654,-5.568756,5.840622,bike
-7.044632,-2.4290466,5.1455536,bike
-6.2781525,-2.4837952,5.359787,bike
-6.5042877,-4.664215,6.2809906,bike
-7.2993317,-3.8453674,4.9217987,bike
-7.166031,-9.855804,2.903244,bike
-8.241959,-5.130768,4.141037,bike
-4.2905426,-3.7644348,7.266464,bike
7.281366,-0.40282443,6.6469026,bike
-6.344803,-3.8215637,5.7549286,bike
-7.2921906,-3.9762878,4.5480804,bike
-6.242447,-4.5523376,7.392624,bike
-0.9246979,-8.837006,3.0674896,bike
-5.999649,-8.722748,2.7580414,bike
-6.7732697,-1.5387878,5.5240326,bike
-6.052017,-4.8641663,6.7165985,bike
-9.196487,-8.92746,4.6432953,bike
-6.07106,-8.589447,4.924179,bike
-3.324112,-9.948639,3.441208,bike
-6.359085,-5.421173,5.723984,bike
4.123414,-0.25857377,8.920795,bike
-5.190323,-3.3645325,7.3640594,bike
-4.735672,-5.6044617,6.4142914,bike
-5.037979,-3.2193298,5.000351,bike
-5.909195,-4.899872,7.449753,bike
-4.7118683,-3.0717468,6.4404755,bike
-9.1584015,-2.033905,4.3814545,bike
-8.368118,-1.9386902,4.7028046,bike
-8.18483,-3.8215637,4.8051605,bike
-7.7039948,-3.426422,4.5218964,bike
-7.646866,-1.9672546,4.486191,bike
5.551555,1.1013328,6.643311,bike
-5.8115997,-3.9358215,6.6190033,bike
-2.5838165,-10.615143,0.8370819,bike
-5.818741,-9.013153,3.050827,bike
4.995502,-0.7314286,9.038112,bike
-7.73732,-3.2217102,6.0167694,bike
-6.801834,-2.7289734,6.1976776,bike
-7.558792,-4.2690735,10.334763,bike
-3.8739777,-3.252655,6.316696,bike
-7.173172,-6.3995056,6.27861,bike
-8.199112,-3.623993,4.4838104,bike
-5.8115997,-2.1791077,7.7877655,bike
-8.2348175,-2.7027893,4.436203,bike
-6.6875763,-6.946991,4.2529144,bike
-7.058914,-2.7765808,5.776352,bike
-8.37764,-3.8977356,5.514511,bike
-11.462601,-5.3330994,5.4978485,bike
-7.0612946,-3.7572937,5.321701,bike
-6.344803,-6.6042175,4.012497,bike
-6.3947906,-5.0950623,4.8575287,bike
-4.7451935,-3.078888,2.7056732,bike
-13.838211,-6.7708435,-0.8648834,bike
-5.821121,-4.0524597,6.628525,bike
-9.232193,-4.1714783,0.863266,bike
-6.249588,-6.3352356,2.838974,bike
-7.48024,-3.9572449,6.173874,bike
-6.787552,-3.297882,6.649948,bike
-4.1286774,-7.7087097,2.9460907,bike
-0.42720032,-9.95578,6.226242,bike
5.9029045,-0.05626374,8.290522,bike
-5.921097,-4.459503,7.3402557,bike
-7.853958,-3.8215637,3.8768158,bike
-7.6754303,-1.3174133,2.929428,bike
-8.199112,-2.007721,5.0622406,bike
-7.922989,-6.0186462,2.505722,bike
-5.523575,-5.2902527,5.5502167,bike
1.110311,-2.8939912,8.74123,bike
-6.609024,-2.5932922,6.1191254,bike
-6.340042,-1.1341248,4.0363007,bike
-5.3212433,-8.22287,3.5435638,bike
-3.0955963,-5.20932,7.7115936,bike
-13.290726,-16.842194,13.71489,bike
-6.7851715,-2.7099304,6.4523773,bike
-4.414322,-8.660858,2.2391205,bike
-7.3159943,-3.162201,6.592819,bike
-6.0662994,-7.0802917,3.7030487,bike
-6.382889,-5.1426697,3.717331,bike
-8.568069,-1.8053894,5.1764984,bike
-4.9689484,-5.7139587,6.3190765,bike
-9.3059845,-6.344757,1.7201996,bike
-6.3305206,-2.983673,7.007004,bike
-5.9829865,-5.7187195,2.2819672,bike
-2.8408966,-10.296173,1.8773041,bike
-8.230057,-7.0802917,3.088913,bike
-9.072708,-8.613251,0.42051697,bike
-7.3826447,-3.9977112,7.3712006,bike
-6.9327545,-3.3788147,6.207199,bike
-6.9970245,-5.318817,5.609726,bike
-7.577835,-1.6792297,5.3835907,bike
-7.1684113,-7.1612244,3.217453,bike
-7.4254913,-4.9689026,8.835129,bike
5.507262,-1.6490064,6.8581905,bike
-8.237198,-7.382599,4.1576996,bike
-6.782791,-3.2383728,4.9979706,bike
-6.96846,-3.1169739,6.9855804,bike
-5.587845,-3.2955017,6.0310516,bike
-4.645218,-15.211639,5.0217743,bike
-11.874405,-3.631134,6.507126,bike
-1.6745148,-2.6575623,8.530441,bike
-7.956314,-2.117218,7.9044037,bike
-10.674698,-1.803009,6.464279,bike
-7.2588654,-3.2121887,6.9403534,bike
-7.5111847,-3.1122131,5.4454803,bike
-7.454056,-3.1026917,5.000351,bike
-7.0351105,-6.7208557,2.5342865,bike
-6.9398956,-4.464264,6.01915,bike
-7.916428,-3.1082723,0.7739257,bike
-7.775406,-4.785614,6.064377,bike
-7.7658844,-3.3669128,5.6144867,bike
-13.077129,-7.603985,2.7862523,bike
-6.3924103,-4.380951,7.335495,bike
-6.3376617,-3.5978088,3.6578217,bike
-8.2348175,-2.2148132,6.9474945,bike
-7.4826202,-4.0905457,4.3885956,bike
-6.6109896,-7.7488337,5.609016,bike
-7.1898346,-3.4883118,5.7430267,bike
-5.7330475,-6.8612976,3.6578217,bike
-7.1184235,-9.470184,3.8768158,bike
-5.7282867,-3.650177,7.2117157,bike
-1.3412628,-3.4430847,8.685165,bike
-4.890396,-4.040558,5.8453827,bike
-6.4543,-9.629669,4.141037,bike
5.348048,0.35553896,8.580819,bike
-6.661392,-4.7903748,8.125778,bike
-5.3022003,-3.6001892,6.714218,bike
-7.634964,-4.7808533,3.724472,bike
-5.7901764,-4.1072083,7.3831024,bike
-7.5540314,-1.8601379,5.9524994,bike
-4.6285553,-9.075043,1.2274628,bike
-7.6944733,-7.544464,4.3552704,bike
-10.191483,-5.042694,2.3010101,bike
-7.601639,-3.9167786,5.950119,bike
-1.855423,-11.838654,-7.3823395,bike
-6.8303986,-3.1788635,6.1262665,bike
-6.537613,-5.364044,5.012253,bike
-5.947281,-6.2328796,6.01915,bike
-7.756363,-2.2219543,7.49498,bike
-5.4569244,-3.0074768,7.233139,bike
-7.8515778,-1.1174622,5.5049896,bike
-9.955826,-4.9498596,3.717331,bike
6.302736,-2.078167,8.5383215,bike
-6.7137604,-4.085785,5.771591,bike
1.2033539,-13.378754,8.07579,bike
-9.332169,-3.1836243,5.5883026,bike
-10.260513,-4.5832825,-2.5501862,bike
-8.589493,-2.32193,-0.03413391,bike
0.7153778,-10.672272,1.5940399,bike
-7.2612457,-6.0329285,6.3452606,bike
-2.6742706,-4.5190125,7.6663666,bike
-7.654007,-13.578705,5.6121063,bike
-7.373123,-2.367157,6.2286224,bike
-7.430252,-2.9217834,5.166977,bike
-6.8637238,-2.3433533,5.1312714,bike
-8.091995,-8.80368,1.1846161,bike
-5.049881,-4.676117,1.9629974,bike
-7.4207306,-3.2169495,5.552597,bike
-5.6640167,-3.1003113,5.450241,bike
6.073491,0.15382746,6.0268044,bike
-8.501419,-1.6221008,5.8572845,bike
-6.1305695,-2.0362854,5.9977264,bike
-5.5164337,-1.5126038,5.757309,bike
-9.617813,-3.842987,4.602829,bike
-6.6328278,-6.8422546,3.5078583,bike
-5.4759674,-2.1124573,7.9662933,bike
-7.5802155,-2.1386414,5.7144623,bike
-10.122452,-3.6168518,5.783493,bike
-7.506424,-3.983429,5.033676,bike
-7.899185,-3.2621765,5.374069,bike
-7.404068,-3.4407043,5.6787567,bike
-8.12056,-1.629242,2.5914154,bike
-6.166275,-3.2050476,5.969162,bike
-6.6042633,-2.0957947,6.1857758,bike
-13.454971,-15.423492,-13.997391,bike
-7.5802155,-3.740631,5.0479584,bike
-4.288162,-3.1860046,6.571396,bike
-5.3474274,-5.5449524,4.576645,bike
-5.8544464,-4.380951,6.7999115,bike
-6.26149,-5.761566,8.00676,bike
-8.691849,-4.009613,3.5292816,bike
-6.6304474,-3.688263,3.5649872,bike
-6.866104,-3.362152,5.064621,bike
-3.9671922,-6.715736,-2.5139117,bike
-4.895157,-4.683258,4.8361053,bike
-6.473343,-3.5978088,7.1593475,bike
-10.919876,-5.27359,1.5702362,bike
-4.8856354,-5.2878723,6.821335,bike
4.1946416,-7.2951326,4.2838254,bike
-6.1996,-5.3926086,6.3833466,bike
-8.456192,-3.5454407,4.583786,bike
-8.306229,-2.6789856,7.0569916,bike
-18.677505,-4.6475525,3.2007904,bike
-4.4833527,-5.6925354,6.1405487,bike
-7.961075,-1.6316223,5.7668304,bike
-6.935135,-2.7551575,5.552597,bike
-5.9115753,-4.0881653,6.090561,bike
-13.005081,-3.5882874,1.2298431,bike
-9.098892,-2.957489,7.30217,bike
-4.1953278,-5.72348,1.4036102,bike
-7.6135406,-3.2288513,6.0929413,bike
-4.614273,-14.559418,0.95848083,bike
-4.390518,-4.668976,2.960373,bike
-6.1805573,-9.286896,2.0962982,bike
-7.0803375,-2.340973,7.002243,bike
-7.846817,-4.8260803,6.7023163,bike
-7.4850006,-2.5052185,5.2740936,bike
-6.171036,-2.745636,8.409042,bike
-8.458572,-2.1053162,4.083908,bike
-5.3402863,-1.7220764,7.649704,bike
-5.409317,-2.938446,6.335739,bike
5.2241483,0.78290397,6.647501,bike
-9.848709,-4.5451965,3.7935028,bike
-9.220291,-4.7641907,7.694931,bike
-10.681839,-17.113556,-2.819168,bike
-8.587112,-3.457367,6.335739,bike
-5.292679,-8.308563,5.3550262,bike
-5.5783234,-2.276703,6.314316,bike
-3.9096832,-6.3971252,8.028183,bike
5.079299,-0.533907,7.065289,bike
-7.1969757,-6.182892,3.2269745,bike
-7.3874054,-2.764679,3.7792206,bike
-8.727554,-2.0386658,6.309555,bike
-7.880142,-2.6408997,6.21196,bike
-6.8423004,-3.9620056,6.166733,bike
-4.580948,-2.026764,2.486679,bike
-6.544754,-3.9215393,5.3050385,bike
-6.7923126,-2.726593,7.1141205,bike
4.4873323,-0.34476504,6.6971807,bike
-5.2712555,-7.292145,2.434311,bike
-7.9586945,-2.1529236,4.0410614,bike
-6.956558,-4.707062,5.7406464,bike
6.323685,0.59256494,6.5696893,bike
-5.1189117,-5.40213,6.5642548,bike
-7.880142,-2.6218567,5.9786835,bike
-6.768509,-2.5742493,6.0881805,bike
-5.3402863,-8.6822815,3.0460663,bike
-5.0546417,-6.689911,8.121017,bike
-5.985367,-8.703705,3.717331,bike
-8.472855,-7.204071,5.4526215,bike
-7.2802887,-8.127655,1.3512421,bike
-4.902298,-6.2828674,4.0339203,bike
-5.133194,-8.54184,2.8032684,bike
-7.2969513,-5.1593323,9.156479,bike
-4.050125,-3.1669617,8.194809,bike
-7.1969757,-3.2693176,6.937973,bike
-1.0818024,-2.1648254,7.471176,bike
-6.301956,-3.9096375,5.6525726,bike
-6.056778,-5.504486,5.643051,bike
-7.80159,-2.3695374,6.102463,bike
-6.2519684,-8.615631,-2.1121979,bike
5.929839,-1.9099745,6.602011,bike
-7.4135895,-3.4311829,6.1833954,bike
-5.9710846,-3.9334412,5.1574554,bike
-6.2971954,-4.3023987,6.987961,bike
-15.771072,-3.6097107,2.922287,bike
-7.332657,-3.393097,6.6523285,bike
-7.6825714,-3.4859314,5.9905853,bike
-8.053909,-3.1860046,5.681137,bike
-4.535721,-7.7729797,0.798996,bike
-5.640213,-3.0265198,7.43309,bike
-6.0924835,-6.6113586,2.2700653,bike
-5.3997955,-7.4444885,1.1417694,bike
-9.27504,-2.70755,3.3555145,bike
-11.857742,-2.7027893,2.9817963,bike
-3.4098053,-5.8020325,4.110092,bike
-5.825882,-7.396881,5.4216766,bike
-6.07106,-4.5761414,3.1103363,bike
-4.8662148,-12.954427,-3.316568,bike
-8.2348175,-2.2362366,6.1976776,bike
-5.511673,-3.188385,7.668747,bike
-5.542618,-4.4118958,5.76445,bike
-16.563736,-7.684906,0.5085907,bike
-9.265518,-3.3907166,4.333847,bike
-5.583084,-4.1333923,7.7234955,bike
-7.4278717,-4.414276,6.0953217,bike
-5.947281,-6.266205,0.36338806,bike
-13.414505,-7.570648,1.4702606,bike
-8.194351,-2.0553284,4.3885956,bike
-8.410965,-3.271698,4.9384613,bike
-6.094864,-6.6161194,2.8294525,bike
-5.2569733,-4.2762146,5.307419,bike
-6.9256134,-7.525421,1.85112,bike
-6.551895,-4.042938,6.297653,bike
-9.329788,-2.4219055,5.412155,bike
-7.2262993,-5.5868697,4.3819876,bike
-6.1567535,-5.2307434,5.7858734,bike
-7.60878,-3.6835022,5.0289154,bike
-3.3859997,-9.258977,-0.74878657,bike
-5.306961,-5.1022034,4.1767426,bike
-6.2448273,-3.3573914,6.0858,bike
-8.308609,-1.4935608,6.361923,bike
-7.5492706,-3.7120667,7.118881,bike
-5.1427155,-7.5278015,1.85112,bike
-6.513809,-6.62088,1.5416718,bike
-6.90419,-2.8765564,6.0048676,bike
-0.8961334,-11.907684,3.512619,bike
-6.4900055,-2.9170227,6.971298,bike
-4.035843,-3.5716248,7.6092377,bike
-6.761368,-1.7268372,5.166977,bike
-5.5783234,-4.9308167,3.4911957,bike
-7.506424,-2.8003845,7.675888,bike
-8.134842,-3.6549377,7.599716,bike
-6.563797,-4.1024475,6.3119354,bike
6.7971387,-0.18854338,8.449138,bike
-4.6880646,-4.997467,7.30455,bike
-7.263626,-4.1167297,7.9877167,bike
-6.2710114,-2.6075745,5.347885,bike
-7.2588654,-4.0000916,4.852768,bike
-8.080093,-6.4114075,3.4650116,bike
-5.2260284,-5.0379333,7.137924,bike
-8.277664,-3.1145935,8.361435,bike
-11.084122,-10.189056,0.33244324,bike
-7.454056,-1.212677,4.955124,bike
-13.95723,-1.9434509,8.404282,bike
-6.64711,-4.0072327,6.7475433,bike
-7.8491974,-3.5502014,6.090561,bike
-5.537857,-4.638031,7.49498,bike
-6.5471344,-3.0312805,5.302658,bike
-8.491898,-2.7218323,5.435959,bike
-6.6066437,-5.8401184,1.9772797,bike
-5.183182,-4.7808533,6.6071014,bike
-5.3878937,-3.6716003,6.411911,bike
7.000047,0.014963761,6.8599863,bike
-6.879739,-8.968679,-0.48961425,bike
-3.100357,-8.101471,3.0651093,bike
-8.275284,-3.4859314,6.821335,bike
-3.1265411,-6.389984,4.243393,bike
-7.4908586,-2.8293478,6.813898,bike
-6.659012,-2.8717957,6.688034,bike
-8.563309,-4.228607,3.7458954,bike
-6.447159,-4.0072327,8.047226,bike
-6.2067413,-4.8641663,6.290512,bike
-14.814163,0.75827026,2.3605194,bike
-7.411209,-2.7027893,5.6121063,bike
-5.3283844,-4.009613,5.904892,bike
9.728839,-4.1359835,4.8680105,bike
-1.0532379,-0.83657837,8.863693,bike
-8.101517,-2.4004822,6.4142914,bike
-2.869461,-10.3628235,3.0198822,bike
-6.409073,-3.271698,4.681381,bike
-7.442154,-1.8601379,6.192917,bike
-7.4207306,-8.239532,-0.4221344,bike
-17.444473,9.572784,-0.6292267,bike
-4.9903717,-5.092682,5.802536,bike
-5.1879425,-3.6406555,5.938217,bike
-6.0139313,-4.8213196,6.968918,bike
-4.1429596,-7.5587463,-0.005569458,bike
-5.8306427,-7.6753845,7.597336,bike
-6.9970245,-3.8406067,7.040329,bike
-2.2672272,0.6083069,12.029587,bike
-7.6706696,-6.516144,3.217453,bike
-8.306229,-2.5028381,5.95726,bike
-5.4140778,-5.1783752,5.814438,bike
-5.7140045,-4.9760437,7.4426117,bike
-8.477615,-7.71109,0.54667664,bike
-9.617813,-2.5456848,4.5933075,bike
-10.419998,-3.3502502,3.1746063,bike
-4.8665924,-6.1352844,8.080551,bike
-9.808243,-3.8049011,4.321945,bike
-6.923233,-6.0138855,5.628769,bike
12.652939,-14.371368,6.430954,bike
-3.4098053,-4.626129,6.9593964,bike
-4.202469,-6.958893,2.9508514,bike
7.61835,1.858499,2.544438,bike
-6.756607,-2.5694885,6.2238617,bike
-6.0996246,-3.0050964,6.7665863,bike
-8.165425,-2.9538465,6.126762,bike
3.2902317,-5.841852,9.861118,bike
-5.402176,-2.3052673,4.700424,bike
-5.2712555,-3.9691467,3.6625824,bike
-5.9717374,0.08499416,7.41604,bike
-7.313614,-4.657074,5.8453827,bike
-6.8184967,-2.817047,7.137924,bike
-1.83638,-9.6987,0.9346771,bike
-8.851334,-3.002716,4.905136,bike
-6.8946686,-4.1024475,6.4071503,bike
-7.1684113,-4.4880676,6.8784637,bike
-5.9329987,-6.6351624,7.361679,bike
-7.146988,-2.9527283,4.405258,bike
-6.9779816,-2.688507,5.950119,bike
-8.384781,-2.7956238,5.0289154,bike
-9.808243,-3.3002625,3.5173798,bike
-4.421463,-5.2831116,7.2379,bike
6.160281,0.31004912,8.243835,bike
-5.17128,-3.150299,6.283371,bike
-8.625198,-7.549225,6.464279,bike
-4.421463,-3.9405823,6.5999603,bike
-4.14534,-4.95224,7.823471,bike
-5.916336,-2.6147156,5.2098236,bike
-11.798233,-7.870575,-2.228836,bike
-8.475235,-3.393097,5.969162,bike
-6.616165,-3.5502014,4.5171356,bike
-6.0139313,-5.0593567,7.7758636,bike
2.1221771,-3.0122375,6.0572357,bike
-5.756851,-4.854645,7.75206,bike
-6.828018,-3.143158,8.785141,bike
-6.466202,-2.5623474,6.968918,bike
-6.171036,-3.2812195,6.2095795,bike
-7.775406,-8.522797,3.2293549,bike
-14.523758,-5.8401184,8.996994,bike
-8.720413,-2.9217834,6.430954,bike
-7.0493927,-4.061981,5.9144135,bike
-10.774673,-7.1159973,0.45622253,bike
-8.358597,-3.6930237,7.471176,bike
-5.2974396,-3.873932,6.192917,bike
-5.068924,-2.1576843,5.5859222,bike
-3.145584,-7.4944763,5.143173,bike
-6.7589874,-8.189545,4.488571,bike
-10.8389435,-5.485443,3.5364227,bike
-8.0039215,-7.0921936,1.5202484,bike
-8.820389,-4.5499573,7.135544,bike
8.858627,-16.325653,5.0408173,bike
-6.461441,-5.694916,3.641159,bike
-5.6806793,-3.6192322,5.7216034,bike
-7.6944733,-3.7311096,6.4095306,bike
-6.878006,-3.4787903,6.971298,bike
5.7365074,-0.5398925,7.4842744,bike
-5.140335,-3.3431091,6.3428802,bike
-7.135086,-2.636139,6.21434,bike
-5.7711334,-0.34146118,11.712997,bike
-8.882278,-2.5361633,6.3047943,bike
-4.27388,-6.292389,6.192917,bike
-5.640213,-8.001495,3.7649384,bike
-7.9277496,-4.8855896,6.252426,bike
-7.392166,-2.7218323,6.7046967,bike
-6.447159,-4.7451477,4.640915,bike
-12.512344,-8.191925,2.7032928,bike
-7.93013,-3.457367,6.8189545,bike
10.971429,0.029927522,5.085883,bike
-8.520462,-4.5642395,5.669235,bike
-4.98085,-5.447357,5.0051117,bike
-2.3076935,-9.463043,5.526413,bike
-6.0782013,-2.8051453,6.7499237,bike
-4.4571686,-5.9115295,8.430466,bike
2.618658,-1.5628152,6.719327,bike
-8.161026,-3.2478943,5.814438,bike
8.010401,-1.881244,6.2339025,bike
-6.1258087,-6.580414,2.6961517,bike
-15.780594,-6.4423523,0.798996,bike
5.887342,0.2160767,6.701969,bike
-9.770157,-10.110504,1.7773285,bike
-6.594742,-2.6099548,5.3621674,bike
-6.0615387,-2.7861023,5.2978973,bike
-10.658035,-5.7330017,2.6509247,bike
-6.851822,-3.2931213,6.4976044,bike
-4.6928253,-4.7760925,7.4545135,bike
-6.7899323,-5.2069397,7.8139496,bike
-7.423111,-4.073883,5.2217255,bike
-10.022476,-3.7882385,5.1693573,bike
-5.287918,-2.983673,6.6713715,bike
-7.097,-2.533783,6.090561,bike
-5.6878204,-3.6858826,7.2164764,bike
-7.28981,-3.0312805,5.9025116,bike
-6.954178,-1.5506897,5.2550507,bike
-8.299088,-2.0553284,5.457382,bike
-4.959427,-4.407135,6.0286713,bike
-6.609024,-4.528534,8.256699,bike
-8.141983,-4.0715027,5.6335297,bike
-4.911705,-6.7684083,1.3970166,bike
-6.0163116,-8.620392,2.5771332,bike
-6.1424713,-3.8929749,6.2738495,bike
5.668871,-1.3808558,7.7649946,bike
4.124611,-0.1340753,7.869741,bike
-8.108658,-3.5168762,6.033432,bike
-5.871109,-3.131256,6.759445,bike
8.075643,0.1448492,7.114969,bike
-10.693741,-3.771576,3.8482513,bike
-10.384293,-5.561615,2.248642,bike
-6.7470856,-3.181244,7.266464,bike
-6.4900055,-3.919159,7.1260223,bike
-10.379532,-5.3211975,2.3914642,bike
-6.923233,-2.7884827,5.7477875,bike
-6.378128,-4.2833557,5.9263153,bike
6.133945,-0.4285621,5.09127,bike
-13.602554,-5.471161,2.7604218,bike
-9.165543,-7.5730286,2.4271698,bike
0.21549988,-7.5849304,2.2272186,bike
-6.1067657,-4.392853,6.5309296,bike
-6.806595,-5.114105,7.804428,bike
-5.7330475,-11.638702,5.3169403,bike
-5.3355255,-5.5187683,7.156967,bike
-6.6447296,-2.264801,6.135788,bike
-7.03273,-2.874176,7.0807953,bike
-5.9710846,-6.927948,3.8220673,bike
-6.1876984,-3.2217102,5.2931366,bike
-6.8613434,-3.9596252,6.4476166,bike
-6.8565826,-3.8406067,5.0408173,bike
-7.718277,-2.2552795,6.4976044,bike
-5.6306915,-5.1688538,6.4595184,bike
-4.9618073,-4.240509,6.559494,bike
-5.1736603,-6.4447327,10.801315,bike
-8.984634,-2.5647278,3.7863617,bike
-5.609268,-7.930084,4.0981903,bike
-7.7587433,-3.4597473,7.554489,bike
-6.204361,-4.8332214,5.8311005,bike
-6.3733673,-3.9239197,8.037704,bike
-6.866104,-2.7218323,7.406906,bike
2.5833437,0.50876784,6.7211227,bike
-7.166031,-5.2712097,5.8311005,bike
-7.8872833,-10.331879,4.950363,bike
-7.377884,-3.5263977,5.521652,bike
-9.508316,-3.1003113,5.0170135,bike
-6.8827667,-4.142914,6.7094574,bike
-5.840164,-4.6784973,7.1403046,bike
-4.5976105,-0.14627075,3.1222382,bike
-6.666153,-4.985565,5.942978,bike
-6.954178,-2.9075012,4.5599823,bike
-6.820877,-3.8120422,5.719223,bike
-5.890152,-3.7549133,6.161972,bike
-5.8282623,-2.3838196,7.2878876,bike
-4.100113,-5.72348,2.627121,bike
1.0224457,2.322174,14.498032,bike
-7.9396515,-4.747528,4.064865,bike
-6.5733185,-5.1997986,5.3121796,bike
-3.1812897,-10.329498,3.8791962,bike
-6.1876984,-4.2000427,6.611862,bike
-5.3093414,-7.5158997,1.2988739,bike
-10.086746,-5.6306458,3.634018,bike
-7.1565094,-3.355011,4.0934296,bike
-6.3995514,-4.266693,5.693039,bike
-7.139847,-4.978424,5.052719,bike
-6.7089996,-3.181244,7.2545624,bike
-8.491898,-3.2359924,4.5218964,bike
-4.588089,-8.313324,4.538559,bike
-5.178421,-4.8736877,4.848007,bike
-2.291031,-3.86203,10.327621,bike
-7.127945,-3.3502502,5.097946,bike
-4.8999176,-4.459503,7.0117645,bike
-9.220291,-2.8979797,3.1293793,bike
-7.301712,-3.631134,5.628769,bike
-8.427628,-3.4883118,6.757065,bike
-5.8163605,-2.7789612,6.861801,bike
-6.0662994,-9.101227,2.929428,bike
-8.644241,-2.6289978,3.441208,bike
-7.0803375,-4.2190857,4.2910004,bike
-5.9449005,-5.190277,7.661606,bike
-5.6997223,-4.618988,6.907028,bike
-2.1386871,-5.694916,6.630905,bike
-6.340042,-5.0212708,7.1926727,bike
-4.9499054,-4.6094666,6.873703,bike
-5.4759674,-4.6975403,7.406906,bike
-1.9696808,-2.0315247,7.9044037,bike
-3.8335114,-3.8786926,8.575668,bike
-7.539749,-3.226471,6.657089,bike
-7.3302765,-2.5123596,6.7951508,bike
-6.6566315,-3.86203,7.5497284,bike
-7.615921,-1.9029846,8.090073,bike
-7.3826447,-5.2117004,6.449997,bike
-6.0401154,-4.1548157,6.5809174,bike
-5.5569,-6.1614685,3.3793182,bike
-7.154129,-4.3595276,7.168869,bike
-8.63472,-3.4811707,5.70018,bike
-6.768509,-4.31192,7.0046234,bike
5.5180364,-0.47046062,6.0531406,bike
-6.1496124,-5.925812,9.211227,bike
-1.4174347,-4.747528,7.81633,bike
-9.560684,-5.7710876,6.219101,bike
-15.573502,-16.463715,7.137924,bike
-8.57283,-2.2528992,5.878708,bike
7.1844006,-1.371279,6.6265516,bike
7.1526775,0.57281274,6.227917,bike
-5.1427155,-2.9931946,7.2379,bike
18.889511,-12.414703,6.809433,bike
-3.1789093,-7.7063293,-0.355484,bike
-4.6356964,-6.3852234,9.013657,bike
-5.4640656,-5.951996,5.609726,bike
-7.961075,-3.2478943,6.0120087,bike
-8.539505,-3.2764587,4.0934296,bike
4.1814733,-8.083424,4.557363,bike
4.040814,-1.5388732,7.844003,bike
-8.241959,-3.4240417,4.3933563,bike
0.96769714,-10.779388,5.7335052,bike
-4.409561,-2.7694397,6.7951508,bike
-5.9972687,-6.29953,2.986557,bike
-6.513809,-4.1976624,6.9832,bike
-8.70137,-3.0503235,6.335739,bike
-8.82515,-3.8072815,6.1000824,bike
-6.8946686,-2.4004822,5.916794,bike
-2.843277,-18.977386,3.7554169,bike
-5.190323,-3.207428,5.719223,bike
-6.9517975,-3.5502014,7.680649,bike
-6.685196,-4.078644,6.7499237,bike
-7.0232086,-2.8884583,7.097458,bike
15.321335,-5.618744,3.9839325,bike
-5.8996735,-4.771332,9.370712,bike
-5.1688995,-3.271698,5.564499,bike
1.1985931,-6.068634,5.6644745,bike
-5.8544464,-3.4859314,9.365952,bike
1.396164,-8.622772,4.007736,bike
-7.4921417,-3.1336365,7.2926483,bike
-8.503799,-4.3214417,6.585678,bike
-7.1565094,-1.9791565,5.8834686,bike
-7.963455,-1.4126282,6.6261444,bike
-9.136978,-1.9006042,4.41716,bike
-6.2924347,-3.7549133,7.7306366,bike
-5.999649,-3.5073547,5.6501923,bike
-5.1927032,-4.573761,8.220993,bike
-7.3564606,-1.8101501,4.429062,bike
-7.4730988,-3.4549866,6.3119354,bike
-6.7589874,-9.474945,4.038681,bike
-5.5807037,-5.190277,6.611862,bike
-7.2017365,-3.3335876,5.481186,bike
-3.9311066,-7.6611023,10.908432,bike
1.441391,-0.73898315,9.046982,bike
-6.435257,-2.5552063,5.514511,bike
-7.0041656,-6.980316,1.1108246,bike
-9.094131,-7.6944275,2.0344086,bike
-6.9708405,-5.126007,6.1405487,bike
-6.844681,-3.612091,6.59758,bike
-4.459549,-11.293549,3.6030731,bike
-8.839432,-3.7358704,6.0810394,bike
-7.9015656,-3.8667908,5.5621185,bike
-6.9184723,-7.696808,1.8225555,bike
-6.5661774,-7.9062805,1.767807,bike
-4.933243,-5.0260315,1.5059662,bike
-7.7158966,0.91537476,4.0672455,bike
-6.654251,-3.7953796,4.652817,bike
-5.2260284,-8.832245,3.8744354,bike
5.827487,-1.1408371,6.862979,bike
-4.14534,-3.4811707,5.9025116,bike
6.7947445,-1.2557588,6.7426705,bike
-6.237686,-4.426178,6.783249,bike
-5.6235504,-1.5007019,5.476425,bike
-6.578079,-4.940338,4.659958,bike
-7.2588654,-3.2288513,6.464279,bike
-6.1567535,-9.210724,2.024887,bike
-7.1636505,-2.3766785,5.37883,bike
5.7119665,0.48602295,6.7803793,bike
-8.289566,-2.2671814,6.91893,bike
-8.668045,-2.2671814,5.854904,bike
-6.428116,-3.4597473,5.931076,bike
-8.108658,-3.1931458,4.1315155,bike
-8.57283,-4.652313,4.7337494,bike
-8.582352,-5.061737,3.2388763,bike
-6.704239,-2.3433533,7.785385,bike
-5.6544952,-2.8908386,6.2548065,bike
-5.4450226,-5.368805,7.49736,bike
-11.39119,-6.9231873,3.7125702,bike
-7.9206085,-2.4814148,5.885849,bike
-8.239578,-3.297882,2.4962006,bike
-9.551163,-2.1076965,5.8953705,bike
-6.0234528,-2.5813904,8.542343,bike
-7.039871,-4.138153,6.738022,bike
